336.00,0.00,0.00,182.00,3.00,986.00,817.00,28.00,44.86
140.10,4.20,215.90,193.90,4.70,1049.50,710.10,28.00,26.42
350.00,0.00,0.00,203.00,0.00,974.00,775.00,14.00,22.53
162.00,148.00,190.00,179.00,19.00,838.00,741.00,28.00,42.08
225.00,0.00,0.00,181.00,0.00,1113.00,833.00,7.00,11.17
289.00,134.00,0.00,195.00,6.00,924.00,760.00,28.00,46.24
162.00,190.00,148.00,179.00,19.00,838.00,741.00,28.00,33.76
288.00,192.00,0.00,192.00,0.00,932.00,717.80,7.00,23.52
446.00,24.00,79.00,162.00,11.61,967.00,712.00,7.00,52.01
475.00,0.00,59.00,142.00,1.90,1098.00,641.00,28.00,57.23
322.00,0.00,0.00,203.00,0.00,974.00,800.00,180.00,29.59
355.00,19.00,97.00,145.00,13.13,967.00,871.00,28.00,44.03
165.00,128.50,132.10,175.06,8.08,1005.80,746.60,56.00,53.72
181.38,0.00,167.01,169.59,7.56,1055.60,777.80,14.00,21.60
307.00,0.00,0.00,193.00,0.00,968.00,812.00,90.00,32.92
141.30,212.00,0.00,203.50,0.00,971.80,748.50,7.00,10.39
255.00,0.00,0.00,192.00,0.00,889.80,945.00,7.00,10.22
322.00,0.00,149.00,186.00,8.00,951.00,709.00,28.00,45.42
102.00,153.00,0.00,192.00,0.00,887.00,942.00,7.00,7.68
213.74,0.00,174.74,154.79,10.16,1053.50,776.35,14.00,33.73
290.35,0.00,96.18,168.08,9.41,961.18,865.00,56.00,45.08
382.00,0.00,0.00,186.00,0.00,1111.00,784.00,7.00,11.47
202.00,11.00,141.00,206.00,1.72,942.00,801.00,3.00,9.85
250.00,0.00,0.00,182.00,0.00,1100.00,820.00,7.00,12.73
190.68,0.00,125.40,162.14,7.77,1090.00,804.01,100.00,40.57
250.00,0.00,95.69,187.42,5.53,956.86,861.17,14.00,24.92
310.00,0.00,0.00,192.00,0.00,970.00,850.00,360.00,38.11
277.05,0.00,97.39,160.60,11.83,973.90,875.61,14.00,41.89
218.23,54.64,123.78,140.75,11.91,1075.70,792.67,3.00,27.42
298.00,0.00,107.00,186.00,6.00,879.00,815.00,28.00,42.64
262.00,111.00,86.00,195.00,5.00,895.00,733.00,28.00,33.72
133.00,200.00,0.00,192.00,0.00,927.40,839.20,90.00,36.59
295.71,0.00,95.64,171.54,8.87,955.14,859.20,100.00,52.04
213.50,0.00,174.24,154.61,11.66,1052.30,775.48,14.00,33.70
380.00,95.00,0.00,228.00,0.00,932.00,594.00,28.00,36.45
349.00,0.00,0.00,192.00,0.00,1056.00,809.00,28.00,33.61
380.00,0.00,0.00,228.00,0.00,932.00,670.00,180.00,53.10
166.80,250.20,0.00,203.50,0.00,975.60,692.60,3.00,6.90
214.90,53.80,121.89,155.63,9.61,1014.30,780.58,56.00,53.96
173.54,50.05,173.53,164.77,6.47,1006.20,793.50,56.00,53.77
183.90,122.60,0.00,203.50,0.00,959.20,800.00,90.00,32.53
304.00,76.00,0.00,228.00,0.00,932.00,670.00,365.00,55.26
296.00,97.00,0.00,219.00,9.00,932.00,685.00,28.00,29.23
238.00,0.00,0.00,186.00,0.00,1119.00,789.00,28.00,17.54
401.80,94.70,0.00,147.40,11.40,946.80,852.10,7.00,54.10
159.00,209.00,161.00,201.00,7.00,848.00,669.00,28.00,30.88
182.04,45.21,121.97,170.21,8.19,1059.40,780.65,3.00,7.32
303.60,139.90,0.00,213.50,6.20,895.50,722.50,28.00,33.42
192.00,288.00,0.00,192.00,0.00,929.80,716.10,28.00,39.32
277.00,0.00,0.00,191.00,0.00,968.00,856.00,3.00,11.36
148.10,0.00,136.60,158.10,16.10,1001.80,830.10,28.00,17.96
159.00,193.00,0.00,208.00,12.00,821.00,818.00,28.00,19.19
349.00,0.00,0.00,192.00,0.00,1047.00,806.00,360.00,42.13
491.00,26.00,123.00,201.00,3.93,822.00,699.00,28.00,57.92
236.00,0.00,0.00,193.00,0.00,968.00,885.00,7.00,9.99
359.00,19.00,141.00,154.00,10.91,942.00,801.00,7.00,35.75
150.30,111.40,238.80,167.30,6.50,999.50,670.50,28.00,38.19
379.50,151.20,0.00,153.90,15.90,1134.30,605.00,28.00,52.20
388.60,97.10,0.00,157.90,12.10,852.10,925.70,28.00,50.70
475.00,118.80,0.00,181.10,8.90,852.10,781.50,28.00,68.30
198.60,132.40,0.00,192.00,0.00,978.40,825.50,180.00,41.72
389.90,189.00,0.00,145.90,22.00,944.70,755.80,7.00,59.09
309.90,142.80,111.20,167.80,22.10,913.90,651.20,28.00,38.22
339.00,0.00,0.00,185.00,0.00,1069.00,754.00,7.00,21.16
181.90,272.80,0.00,185.70,0.00,1012.40,714.30,28.00,27.94
296.00,0.00,106.70,221.40,10.50,819.20,778.40,28.00,31.42
314.00,145.30,113.20,178.90,8.00,869.10,690.20,28.00,46.23
281.00,0.00,0.00,185.00,0.00,1104.00,774.00,28.00,22.44
425.00,106.30,0.00,153.50,16.50,852.10,887.10,7.00,49.20
397.00,0.00,0.00,186.00,0.00,1040.00,734.00,28.00,36.94
275.07,0.00,121.35,159.48,9.90,1053.60,777.50,56.00,56.85
284.00,15.00,141.00,179.00,5.46,842.00,801.00,3.00,13.40
337.90,189.00,0.00,174.90,9.50,944.70,755.80,91.00,67.80
310.00,0.00,0.00,192.00,0.00,1012.00,830.00,28.00,27.83
190.34,0.00,125.18,161.85,9.88,1088.10,802.59,56.00,38.56
168.88,42.22,124.25,158.33,10.83,1080.80,796.15,3.00,7.40
313.30,145.00,0.00,178.50,8.00,867.20,824.00,28.00,40.93
159.00,116.00,149.00,175.00,15.00,953.00,720.00,28.00,34.05
323.70,282.80,0.00,183.80,10.30,942.70,659.90,28.00,74.70
212.52,0.00,100.37,159.32,8.71,1007.80,903.59,3.00,13.54
212.00,0.00,124.78,159.00,7.84,1085.40,799.54,28.00,38.50
382.50,0.00,0.00,185.70,0.00,1047.80,739.30,7.00,24.07
349.00,0.00,0.00,192.00,0.00,1047.00,806.00,28.00,32.72
469.00,117.20,0.00,137.80,32.20,852.10,840.50,7.00,54.90
273.00,0.00,90.00,199.00,11.00,931.00,762.00,28.00,32.24
238.05,0.00,94.11,186.66,7.00,949.91,847.01,100.00,44.30
153.00,239.00,0.00,200.00,6.00,1002.00,684.00,28.00,26.86
331.00,0.00,0.00,192.00,0.00,978.00,825.00,7.00,16.26
238.20,158.80,0.00,185.70,0.00,1040.60,734.30,28.00,26.91
212.00,0.00,124.78,159.00,7.84,1085.40,799.54,56.00,45.08
375.00,93.80,0.00,126.60,23.40,852.10,992.60,28.00,56.70
265.00,86.00,111.00,195.00,6.00,833.00,790.00,28.00,37.39
167.00,75.40,167.00,164.03,7.91,1007.30,770.10,28.00,41.41
304.80,0.00,99.60,196.00,9.80,959.40,705.20,28.00,30.12
255.50,170.30,0.00,185.70,0.00,1026.60,724.30,28.00,32.05
450.10,50.00,0.00,200.00,3.00,1124.40,613.20,28.00,39.38
480.00,0.00,0.00,192.00,0.00,936.20,712.20,3.00,24.40
525.00,0.00,0.00,189.00,0.00,1125.00,613.00,3.00,33.80
146.00,173.00,0.00,182.00,3.00,986.00,817.00,28.00,23.74
116.00,173.00,0.00,192.00,0.00,909.80,891.90,7.00,10.09
475.00,118.80,0.00,181.10,8.90,852.10,781.50,91.00,74.19
339.00,0.00,0.00,197.00,0.00,968.00,781.00,365.00,38.89
184.00,86.00,190.00,213.00,6.00,923.00,623.00,28.00,22.93
168.88,42.22,124.25,158.33,10.83,1080.80,796.15,28.00,31.12
202.00,11.00,141.00,206.00,1.72,942.00,801.00,28.00,21.97
284.00,15.00,141.00,179.00,5.46,842.00,801.00,28.00,43.73
140.50,61.10,238.90,182.50,5.70,1017.70,681.40,28.00,30.97
302.00,0.00,0.00,203.00,0.00,974.00,817.00,180.00,26.74
277.19,97.82,24.46,160.70,11.19,1061.70,782.46,100.00,66.95
108.30,162.40,0.00,203.50,0.00,938.20,849.00,90.00,29.23
213.50,0.00,174.24,159.21,11.66,1043.60,771.90,28.00,44.64
362.60,189.00,0.00,164.90,11.60,944.70,755.80,91.00,79.30
148.50,139.40,108.60,192.70,6.10,892.40,780.00,28.00,23.70
303.80,0.20,239.80,236.40,8.30,780.10,715.30,28.00,44.48
